"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"C1qb",9.13592316964851e-98,1.78159359510557,0.872,0.279,1.85130347109757e-93,"0","C1qb"
"C1qa",9.22286276188974e-89,1.88626848057616,0.809,0.268,1.86892091006934e-84,"0","C1qa"
"Apoe",1.14418055094838e-82,1.86643447887952,0.898,0.442,2.3185674684418e-78,"0","Apoe"
"C1qc",1.54905218986374e-76,1.76385172586163,0.757,0.263,3.13899935753988e-72,"0","C1qc"
"Ftl1",2.46870431063365e-66,1.46663696070112,0.966,0.962,5.00258241506804e-62,"0","Ftl1"
"Fth1",4.54898823858861e-64,1.35351473215014,0.961,0.981,9.21806976667596e-60,"0","Fth1"
"Cmss1",1.28725139247161e-61,1.32852544054043,0.963,0.968,2.60848622170447e-57,"0","Cmss1"
"Itm2b",8.00186555609061e-53,1.40384078620563,0.875,0.889,1.6214980362862e-48,"0","Itm2b"
"Lyz2",3.08231782870206e-50,0.945576944457996,0.822,0.396,6.24600884808185e-46,"0","Lyz2"
"Akr1cl",9.64336979823745e-25,2.04764772817649,0.475,0.315,1.95413245591484e-20,"0","Akr1cl"
"Ctsb",2.93703443129014e-24,1.10990875755569,0.71,0.553,5.95160657156634e-20,"0","Ctsb"
"Inha",7.53497369225744e-24,2.00912231505016,0.433,0.257,1.52688706899905e-19,"0","Inha"
"Sfr1",9.36115820822841e-23,0.326331017300842,0.175,0.557,1.8969450993154e-18,"0","Sfr1"
"Cd63",1.75609096647213e-22,1.25335119107709,0.499,0.298,3.55854273445912e-18,"0","Cd63"
"Cdk8",7.0878212042313e-22,1.42756871067355,0.713,0.858,1.43627608882543e-17,"0","Cdk8"
"Micos10",2.7080391173448e-21,0.291057888842369,0.185,0.569,5.48757046738749e-17,"0","Micos10"
"Marc2",4.44444620241007e-21,0.265169373577701,0.128,0.448,9.00622578456377e-17,"0","Marc2"
"Llph",5.49109900355142e-21,0.299241558234145,0.144,0.481,1.11271630207966e-16,"0","Llph"
"Pf4",7.42117010479997e-21,1.73180081807148,0.352,0.171,1.50382591003667e-16,"0","Pf4"
"Mapre1",8.79443500631469e-21,0.285327748063795,0.149,0.489,1.78210430967961e-16,"0","Mapre1"
"Tmem59",1.39988185263302e-20,0.309688806147272,0.193,0.58,2.83672058617555e-16,"0","Tmem59"
"Snu13",1.49684531647724e-20,0.357957080919781,0.162,0.509,3.03320734930948e-16,"0","Snu13"
"Pcbp1",1.53262878041812e-20,0.261125013901164,0.175,0.536,3.10571896063929e-16,"0","Pcbp1"
"Polr2e",1.72795635249232e-20,0.26665391283937,0.115,0.416,3.50153075269044e-16,"0","Polr2e"
"Cct4",2.50100770082153e-20,0.255512838377014,0.159,0.503,5.06804200494474e-16,"0","Cct4"
"Fkbp8",2.53330552370317e-20,0.257174289481982,0.11,0.405,5.1334903132321e-16,"0","Fkbp8"
"Cct5",3.62422903671065e-20,0.285165419102237,0.198,0.578,7.34413771999046e-16,"0","Cct5"
"Cct2",5.33048244001274e-20,0.352263304459145,0.18,0.544,1.08016896164418e-15,"0","Cct2"
"Cox6a1",6.37961599726576e-20,0.260677723289406,0.219,0.625,1.29276538568593e-15,"0","Cox6a1"
"Rdx",7.12945507536954e-20,0.347827880706107,0.144,0.469,1.44471277647288e-15,"0","Rdx"
"Arpc4",9.92396342453222e-20,0.28299547121781,0.157,0.491,2.01099194834721e-15,"0","Arpc4"
"Wfdc17",1.13131245118281e-19,1.74645767871889,0.478,0.329,2.29249155107686e-15,"0","Wfdc17"
"Anp32a",1.13602656400601e-19,0.331038275604851,0.232,0.64,2.30204422930177e-15,"0","Anp32a"
"Fcer1g",1.13676394839487e-19,1.00817341968721,0.744,0.55,2.30353846502736e-15,"0","Fcer1g"
"Aamp",2.23531578530611e-19,0.293116791638505,0.146,0.467,4.5296439073443e-15,"0","Aamp"
"Dpm3",2.60097549920744e-19,0.26807865631444,0.128,0.434,5.27061675159395e-15,"0","Dpm3"
"Gpi1",3.55137567019454e-19,0.34565626504906,0.193,0.56,7.19650765808222e-15,"0","Gpi1"
"Chmp2a",6.36335863024708e-19,0.339753254035152,0.185,0.543,1.28947099283327e-14,"0","Chmp2a"
"Drap1",7.72236537509221e-19,0.392931725982088,0.167,0.507,1.56486011960869e-14,"0","Drap1"
"Eif4b",9.42869959443063e-19,0.272267118419187,0.141,0.45,1.91063168581542e-14,"0","Eif4b"
"Aif1",1.15564779995646e-18,1.56901726369293,0.467,0.34,2.34180470183178e-14,"0","Aif1"
"H2afv",1.42134456816858e-18,0.367219044036761,0.178,0.521,2.88021263293681e-14,"0","H2afv"
"Psmb10",1.79074471650424e-18,0.279342810114801,0.191,0.547,3.6287650935242e-14,"0","Psmb10"
"Mrps14",1.89421647550634e-18,0.362869434349877,0.154,0.476,3.83844026596605e-14,"0","Mrps14"
"Nop10",1.97060963910134e-18,0.272833546843309,0.175,0.512,3.99324337267495e-14,"0","Nop10"
"Ndufb7",2.09123554321502e-18,0.26120901932564,0.235,0.641,4.23767970477091e-14,"0","Ndufb7"
"Rpn2",2.50377844492423e-18,0.265571774148038,0.115,0.399,5.07365664079446e-14,"0","Rpn2"
"Bin1",2.53495536883779e-18,0.280180608630589,0.112,0.393,5.13683355941291e-14,"0","Bin1"
"Tecr",2.58046366674979e-18,0.266322650209095,0.133,0.432,5.22905157430176e-14,"0","Tecr"
"Rnaseh2c",2.58828406134704e-18,0.260722881031774,0.149,0.464,5.24489882191364e-14,"0","Rnaseh2c"
"Bax",3.34590989439302e-18,0.306344251262682,0.18,0.523,6.78015180999801e-14,"0","Bax"
"Naa50",4.28418348193904e-18,0.274733601391403,0.107,0.379,8.68146940780126e-14,"0","Naa50"
"Mrpl30",4.31047361409314e-18,0.307675138444952,0.144,0.45,8.73474373159833e-14,"0","Mrpl30"
"Tomm6",4.84396540185027e-18,0.318663530724448,0.251,0.671,9.81581149030939e-14,"0","Tomm6"
"Spcs1",6.06098594178847e-18,0.348389354836661,0.12,0.405,1.22819819124402e-13,"0","Spcs1"
"Bcas2",7.83560557236219e-18,0.299597217089586,0.115,0.394,1.58780711318347e-13,"0","Bcas2"
"Krtcap2",8.46079961044609e-18,0.285440993121974,0.225,0.607,1.7144964330608e-13,"0","Krtcap2"
"Scp2",1.10401020243803e-17,0.283938681953224,0.206,0.57,2.23716627422043e-13,"0","Scp2"
"Vapa",1.47300693181461e-17,0.338894249327922,0.191,0.546,2.98490124662912e-13,"0","Vapa"
"Hadha",1.54888353769028e-17,0.372445743570115,0.12,0.404,3.13865760077559e-13,"0","Hadha"
"Trappc6b",1.92801237038042e-17,0.261440887341221,0.115,0.39,3.90692426733889e-13,"0","Trappc6b"
"Fbl",2.38698355186724e-17,0.352784341454605,0.131,0.419,4.83698346950378e-13,"0","Fbl"
"Eif3i",2.4043232398947e-17,0.321371467131821,0.206,0.574,4.87212061332262e-13,"0","Eif3i"
"Micos13",2.45169391175892e-17,0.356551989854533,0.204,0.568,4.96811254278827e-13,"0","Micos13"
"Arf5",2.64260282129526e-17,0.258949969617914,0.292,0.731,5.35497035707272e-13,"0","Arf5"
"Tomm20",3.12061038363409e-17,0.325768790400567,0.266,0.682,6.32360488139612e-13,"0","Tomm20"
"Mrpl33",4.25165649836239e-17,0.277474201600912,0.191,0.53,8.61555672828154e-13,"0","Mrpl33"
"Cope",4.58938435741235e-17,0.276583978575865,0.12,0.397,9.29992846186039e-13,"0","Cope"
"Pgk1",4.95412491026922e-17,0.340127226470584,0.12,0.394,1.00390387181695e-12,"0","Pgk1"
"Psma6",5.61357493413381e-17,0.358104009645225,0.131,0.414,1.13753482465287e-12,"0","Psma6"
"Eif3k",5.72400165846276e-17,0.273546386901605,0.274,0.69,1.15991169607089e-12,"0","Eif3k"
"Pfdn2",6.11835046227497e-17,0.331013953584926,0.149,0.448,1.2398225376754e-12,"0","Pfdn2"
"Laptm4a",7.3207476948263e-17,0.349342033879419,0.196,0.542,1.4834763128796e-12,"0","Laptm4a"
"Eif3d",8.42851575370926e-17,0.268690111146749,0.115,0.384,1.70795443233165e-12,"0","Eif3d"
"1110004F10Rik",9.87483444772371e-17,0.418469414629886,0.131,0.409,2.00103645248673e-12,"0","1110004F10Rik"
"Psmb6",1.02286213591914e-16,0.497932188262217,0.204,0.56,2.07272783222655e-12,"0","Psmb6"
"Ndufa6",1.05055594043628e-16,0.345080760174613,0.204,0.553,2.12884655770007e-12,"0","Ndufa6"
"Napa",1.18882540792454e-16,0.307313190716182,0.089,0.333,2.40903580661829e-12,"0","Napa"
"Ostc",1.1893494917511e-16,0.280517008475255,0.146,0.445,2.41009781008444e-12,"0","Ostc"
"Arf1",1.29516381159477e-16,0.268454936937637,0.245,0.634,2.62451994781565e-12,"0","Arf1"
"1810037I17Rik",1.46081002440329e-16,0.386556044728092,0.164,0.477,2.96018543345082e-12,"0","1810037I17Rik"
"Glrx3",1.51934603320634e-16,0.431244616095172,0.136,0.42,3.07880280168932e-12,"0","Glrx3"
"Psmd13",1.54990227282994e-16,0.254042517255686,0.112,0.374,3.14072196566258e-12,"0","Psmd13"
"Pabpn1",1.909423931221e-16,0.396385587994671,0.211,0.566,3.86925665422624e-12,"0","Pabpn1"
"Mrps33",2.05926162165691e-16,0.439410324168494,0.149,0.443,4.17288775012557e-12,"0","Mrps33"
"Rnasek",2.16618117347353e-16,0.366736864010397,0.235,0.614,4.38954952992676e-12,"0","Rnasek"
"Snrpe",2.19905135397624e-16,0.421832465391205,0.243,0.624,4.45615766369745e-12,"0","Snrpe"
"Ppib",2.31794434174889e-16,0.286596635255689,0.295,0.74,4.69708241411994e-12,"0","Ppib"
"Selenop",2.76721650855844e-16,1.54588575407768,0.488,0.365,5.60748753294283e-12,"0","Selenop"
"Nme1",3.02101223576377e-16,0.296700184159178,0.211,0.559,6.1217791945517e-12,"0","Nme1"
"Mrps24",3.31039737962844e-16,0.431646903437024,0.172,0.491,6.70818925007908e-12,"0","Mrps24"
"Adh5",3.49614778950661e-16,0.308878991323097,0.102,0.351,7.0845938806562e-12,"0","Adh5"
"Prmt1",3.63626609395221e-16,0.28593353094713,0.131,0.405,7.36852961278477e-12,"0","Prmt1"
"Cyc1",3.86080887892143e-16,0.354179252496781,0.115,0.375,7.82354311224638e-12,"0","Cyc1"
"Nudc",3.92950301621375e-16,0.4449826541523,0.17,0.483,7.96274491205555e-12,"0","Nudc"
"Pcbd2",4.04149352331376e-16,0.266810017391431,0.084,0.315,8.189682475643e-12,"0","Pcbd2"
"Aimp1",4.07536150828023e-16,0.333672711444894,0.144,0.431,8.25831256037905e-12,"0","Aimp1"
"Rbbp7",4.25378817968804e-16,0.323940679855195,0.112,0.368,8.61987636731985e-12,"0","Rbbp7"
"Zcrb1",4.30125266457676e-16,0.40312555870216,0.154,0.45,8.71605839949835e-12,"0","Zcrb1"
"Trf",4.45215638550086e-16,1.51444328252702,0.483,0.37,9.02184969957894e-12,"0","Trf"
"Rnf130",4.88888419636644e-16,0.251876034858499,0.146,0.433,9.90683493551696e-12,"0","Rnf130"
"Ufc1",7.4422250770421e-16,0.280782221884632,0.131,0.403,1.50809248961181e-11,"0","Ufc1"
"Psmb3",8.99878682949825e-16,0.372866236844535,0.222,0.581,1.82351416312953e-11,"0","Psmb3"
"P4hb",1.01822119230022e-15,0.490037034689271,0.157,0.452,2.06332342407717e-11,"0","P4hb"
"Psmd6",1.02776322346661e-15,0.331738363411929,0.094,0.331,2.08265939603275e-11,"0","Psmd6"
"Ndufa3",1.09878474829097e-15,0.358881610955906,0.17,0.477,2.22657741393683e-11,"0","Ndufa3"
"Timm10b",1.11990002335776e-15,0.311616729939342,0.151,0.442,2.26936540733217e-11,"0","Timm10b"
"Phax",1.21740113409185e-15,0.266303538135351,0.065,0.277,2.46694165812373e-11,"0","Phax"
"Atp5mpl",1.30066952307436e-15,0.345982653810139,0.209,0.55,2.63567672155789e-11,"0","Atp5mpl"
"Gtf2h5",1.30234314247902e-15,0.304562589364159,0.146,0.428,2.63906814391949e-11,"0","Gtf2h5"
"Lamtor5",1.31759564477023e-15,0.294222010123347,0.133,0.405,2.66997581456239e-11,"0","Lamtor5"
"Ndufa11",1.48826011413684e-15,0.31093391624812,0.159,0.454,3.0158102952869e-11,"0","Ndufa11"
"Vta1",1.55271712143886e-15,0.265104560513888,0.065,0.275,3.14642597488371e-11,"0","Vta1"
"Grpel1",1.56946094366541e-15,0.357112329943656,0.125,0.389,3.18035565624359e-11,"0","Grpel1"
"Soat1",1.73118956495861e-15,0.27964214744697,0.136,0.403,3.50808253443212e-11,"0","Soat1"
"Mrpl28",2.10829108458126e-15,0.289687138649736,0.091,0.323,4.27224105379547e-11,"0","Mrpl28"
"Polr2j",2.24181512003809e-15,0.336615104580948,0.12,0.378,4.5428141592452e-11,"0","Polr2j"
"Acbd6",2.30960503993122e-15,0.264281480577028,0.102,0.34,4.68018365291662e-11,"0","Acbd6"
"St13",2.35333593671224e-15,0.423501549486059,0.217,0.564,4.76879994215369e-11,"0","St13"
"Cox7b",2.39870612294279e-15,0.352676816956545,0.232,0.597,4.86073808753127e-11,"0","Cox7b"
"Tmem258",2.43862162532153e-15,0.347146584643218,0.183,0.499,4.94162286155156e-11,"0","Tmem258"
"Chmp3",2.47919203129804e-15,0.369432966774939,0.089,0.319,5.02383473222235e-11,"0","Chmp3"
"Ywhaq",2.89809760859996e-15,0.332295923397735,0.248,0.626,5.87270499406696e-11,"0","Ywhaq"
"Pgrmc1",3.08060681910915e-15,0.28784412399048,0.078,0.297,6.24254165824277e-11,"0","Pgrmc1"
"Vcp",3.321934036224e-15,0.350754162282754,0.23,0.584,6.73156713100432e-11,"0","Vcp"
"Scpep1",3.33773142151745e-15,0.265304460513843,0.068,0.278,6.76357895256296e-11,"0","Scpep1"
"Suclg1",3.37533296315163e-15,0.445059473609598,0.131,0.397,6.83977471653047e-11,"0","Suclg1"
"Eif6",3.41538102095201e-15,0.436154051673028,0.138,0.411,6.92092810085714e-11,"0","Eif6"
"Morf4l2",3.57917278201804e-15,0.459098117361932,0.11,0.356,7.25283572548135e-11,"0","Morf4l2"
"Iscu",3.7334932950733e-15,0.27593863623048,0.144,0.417,7.56555081313654e-11,"0","Iscu"
"Ndufb3",4.56153861453919e-15,0.420924554606563,0.144,0.418,9.24350184850222e-11,"0","Ndufb3"
"Mrpl23",4.60048827748516e-15,0.477151153090282,0.162,0.458,9.32242944549592e-11,"0","Mrpl23"
"Use1",4.70243057498651e-15,0.324042972588232,0.125,0.386,9.52900531715265e-11,"0","Use1"
"Sec61a1",5.58313955403991e-15,0.318260554974015,0.099,0.334,1.13136739923065e-10,"0","Sec61a1"
"Cct3",5.66000719921672e-15,0.382219970589187,0.146,0.421,1.14694385884928e-10,"0","Cct3"
"Ahsa1",5.98487836791493e-15,0.292371595824865,0.091,0.318,1.21277575247428e-10,"0","Ahsa1"
"Hpf1",6.40696386665083e-15,0.276599497322808,0.076,0.287,1.29830715793812e-10,"0","Hpf1"
"Psmd8",6.52864814090102e-15,0.314162371569268,0.191,0.506,1.32296525927218e-10,"0","Psmd8"
"Ndufb11",6.66742927536217e-15,0.269455580948739,0.251,0.629,1.35108786835939e-10,"0","Ndufb11"
"Dnajc19",6.67069725990466e-15,0.340943026975065,0.12,0.373,1.35175009274708e-10,"0","Dnajc19"
"Cops6",8.76355028110245e-15,0.340277832593439,0.107,0.348,1.7758458289626e-10,"0","Cops6"
"Mpc1",1.00041900612767e-14,0.41904534719694,0.178,0.479,2.02724907401711e-10,"0","Mpc1"
"Ift20",1.01188701949813e-14,0.324782969561984,0.141,0.411,2.05048785631101e-10,"0","Ift20"
"Rnf7",1.06574086431357e-14,0.325532841030482,0.125,0.381,2.15961728744502e-10,"0","Rnf7"
"Trappc4",1.19294663253669e-14,0.348650431041337,0.102,0.334,2.41738705617236e-10,"0","Trappc4"
"Snrpf",1.36286074061287e-14,0.422757828913519,0.209,0.538,2.76170100477792e-10,"0","Snrpf"
"Copb2",1.40055491413792e-14,0.2746966081287,0.107,0.344,2.83808447800908e-10,"0","Copb2"
"Pon2",1.41138098608287e-14,0.254796921588984,0.089,0.309,2.86002243019833e-10,"0","Pon2"
"Tomm7",1.46240242954945e-14,0.316369956633215,0.243,0.611,2.963412283239e-10,"0","Tomm7"
"Ms4a7",1.46251028110583e-14,1.24832155608098,0.405,0.258,2.96363083363286e-10,"0","Ms4a7"
"Rtraf",1.51554545093263e-14,0.471794327959234,0.211,0.547,3.07110130176988e-10,"0","Rtraf"
"Ehd4",1.64831669229353e-14,0.284408034975091,0.136,0.395,3.34014894526362e-10,"0","Ehd4"
"Tyrobp",1.65220521356536e-14,0.66358894279467,0.742,0.55,3.34802864476884e-10,"0","Tyrobp"
"Hnrnpa1",1.86350957556894e-14,0.38915700668933,0.243,0.604,3.77621580393289e-10,"0","Hnrnpa1"
"Rex1bd",1.91119793238994e-14,0.296457585784174,0.138,0.402,3.87285149019497e-10,"0","Rex1bd"
"Ndufs4",2.00919976489415e-14,0.377441188543928,0.188,0.495,4.07144240358151e-10,"0","Ndufs4"
"Mdh1",2.02802341079368e-14,0.374235361449262,0.172,0.464,4.10958663963232e-10,"0","Mdh1"
"Atp5k",2.05716369786165e-14,0.382909577590675,0.227,0.577,4.16863651734684e-10,"0","Atp5k"
"Fndc3b",2.3219191008837e-14,0.260950673907954,0.123,0.368,4.70513686603073e-10,"0","Fndc3b"
"Psma5",2.7114129890832e-14,0.336100087910688,0.136,0.392,5.49440728107821e-10,"0","Psma5"
"Tm2d2",2.736493778674e-14,0.317689508353842,0.099,0.327,5.545230993105e-10,"0","Tm2d2"
"Ppp1ca",3.17231967574152e-14,0.260020983905753,0.292,0.695,6.42838859092261e-10,"0","Ppp1ca"
"Nmt1",3.18723592925235e-14,0.438465427310726,0.12,0.367,6.45861488703696e-10,"0","Nmt1"
"Cox14",3.28302528196421e-14,0.44591508850911,0.146,0.413,6.65272243137227e-10,"0","Cox14"
"Mrpl43",3.38023579802062e-14,0.296734097156547,0.102,0.329,6.84970982110898e-10,"0","Mrpl43"
"Vdac3",3.41077234113081e-14,0.367109211158909,0.159,0.439,6.91158907206748e-10,"0","Vdac3"
"Tcp1",3.5625182064512e-14,0.374772150458831,0.159,0.437,7.21908689355271e-10,"0","Tcp1"
"Psmd2",3.68235944623189e-14,0.381953449250081,0.104,0.335,7.4619331818443e-10,"0","Psmd2"
"Polr2g",3.74064190147215e-14,0.343903018721433,0.117,0.36,7.58003674914317e-10,"0","Polr2g"
"Pfdn6",3.94184260609589e-14,0.43392913317672,0.125,0.373,7.98774985699271e-10,"0","Pfdn6"
"Fkbp2",6.70141777633149e-14,0.343173358870853,0.157,0.428,1.35797529819581e-09,"0","Fkbp2"
"Bola2",6.8248242629315e-14,0.397661059844616,0.193,0.501,1.38298238864044e-09,"0","Bola2"
"Mrpl20",6.84303116197038e-14,0.376919381496274,0.159,0.438,1.38667183466168e-09,"0","Mrpl20"
"Txnip",6.9114722402726e-14,0.26274472940366,0.128,0.374,1.40054073476884e-09,"0","Txnip"
"Pkm",7.85871810623524e-14,0.405198247854059,0.269,0.648,1.59249063704751e-09,"0","Pkm"
"Rtcb",7.94971593961548e-14,0.251115498347046,0.084,0.292,1.61093043800368e-09,"0","Rtcb"
"Nedd8",8.27203283295311e-14,0.309311173495756,0.305,0.724,1.67624473326962e-09,"0","Nedd8"
"Gramd1b",8.28924628095446e-14,0.285987965554535,0.117,0.351,1.67973286637261e-09,"0","Gramd1b"
"Sf3b5",8.4422383854839e-14,0.438090814433716,0.185,0.486,1.71073518643446e-09,"0","Sf3b5"
"Mrpl15",8.89020979528096e-14,0.250714297619096,0.07,0.269,1.80151211291573e-09,"0","Mrpl15"
"Actr10",9.91712876242206e-14,0.320415627764555,0.102,0.324,2.00960697241721e-09,"0","Actr10"
"Hmox2",9.9687321567774e-14,0.250613126896877,0.115,0.347,2.02006388424937e-09,"0","Hmox2"
"Psmb7",1.03188564033736e-13,0.314950729413437,0.123,0.363,2.09101306157962e-09,"0","Psmb7"
"Arrb2",1.11507923297995e-13,0.284127044282654,0.099,0.318,2.25959655771058e-09,"0","Arrb2"
"Itm2c",1.13806672025767e-13,0.412290812538518,0.157,0.426,2.30617840193014e-09,"0","Itm2c"
"Hprt",1.26208145961388e-13,0.476070719858988,0.133,0.385,2.55748186976157e-09,"0","Hprt"
"Bcl7c",1.33026025886467e-13,0.366583279035222,0.12,0.358,2.69563938856337e-09,"0","Bcl7c"
"Selenof",1.44103371798159e-13,0.393030524094463,0.214,0.544,2.92011072611788e-09,"0","Selenof"
"Rab18",1.63949099755883e-13,0.251037208663115,0.078,0.278,3.32226455745321e-09,"0","Rab18"
"Tbcb",1.82430577330429e-13,0.485503206859029,0.175,0.465,3.69677321902382e-09,"0","Tbcb"
"Epn1",1.82649556127055e-13,0.295334877951347,0.102,0.321,3.70121060535864e-09,"0","Epn1"
"Atp5o",1.83943685816396e-13,0.498665119945599,0.227,0.566,3.72743484938345e-09,"0","Atp5o"
"Cct7",1.8501636301534e-13,0.477790110622577,0.185,0.479,3.74917158014285e-09,"0","Cct7"
"D8Ertd738e",2.04293807781101e-13,0.3000716865254,0.311,0.738,4.13980972087622e-09,"0","D8Ertd738e"
"Fundc2",2.04586261184198e-13,0.288010192251751,0.107,0.329,4.1457359966366e-09,"0","Fundc2"
"Fkbp4",2.07814475984894e-13,0.269703350346845,0.102,0.321,4.21115254135789e-09,"0","Fkbp4"
"Ndufa9",2.23608425784393e-13,0.270546702083978,0.081,0.281,4.53120114009493e-09,"0","Ndufa9"
"Psmb2",2.26887977339536e-13,0.336409822735216,0.225,0.557,4.59765797280837e-09,"0","Psmb2"
"Ctsd",2.50517207337843e-13,1.25244525294626,0.598,0.577,5.07648068949405e-09,"0","Ctsd"
"Set",2.52366843354818e-13,0.292019886403629,0.303,0.698,5.11396171374202e-09,"0","Set"
"Bsg",2.5448446484259e-13,0.469652269590991,0.24,0.59,5.15687319557025e-09,"0","Bsg"
"Cetn3",2.67028529456652e-13,0.304147769056044,0.117,0.346,5.4110661209096e-09,"0","Cetn3"
"Sirt2",2.6795446999217e-13,0.422136778138474,0.104,0.325,5.42982937992133e-09,"0","Sirt2"
"Psmc4",2.88485191487966e-13,0.362594569439538,0.141,0.396,5.84586392031214e-09,"0","Psmc4"
"Ndufb4",3.39000624521678e-13,0.544979712448006,0.178,0.463,6.86950865530729e-09,"0","Ndufb4"
"mt-Atp8",3.89870873884868e-13,0.296116750685859,0.319,0.727,7.90034338840297e-09,"0","mt-Atp8"
"Psmd4",4.20559378696306e-13,0.408006785682236,0.211,0.529,8.52221524990195e-09,"0","Psmd4"
"Abhd17a",4.60006891408431e-13,0.298158359885716,0.11,0.334,9.32157964750045e-09,"0","Abhd17a"
"Mrpl34",4.83689201378387e-13,0.418625709881082,0.131,0.372,9.80147797673164e-09,"0","Mrpl34"
"Snx6",4.9281890879392e-13,0.480194067932995,0.162,0.433,9.9864823678e-09,"0","Snx6"
"Uqcrc1",5.83240740869539e-13,0.319472098304297,0.128,0.361,1.18187903729803e-08,"0","Uqcrc1"
"Ost4",6.00253960212632e-13,0.33329708780301,0.136,0.38,1.21635462497488e-08,"0","Ost4"
"Ap2s1",6.13786019432308e-13,0.540864313778716,0.162,0.43,1.24377598977763e-08,"0","Ap2s1"
"Rnh1",6.96565310263036e-13,0.372416376183355,0.191,0.473,1.41151994471702e-08,"0","Rnh1"
"Yeats4",7.30939777888833e-13,0.280677298099726,0.081,0.276,1.48117636591393e-08,"0","Yeats4"
"Tmem14c",7.35071623484348e-13,0.505850958284864,0.219,0.541,1.48954913782868e-08,"0","Tmem14c"
"Smdt1",9.2266342587654e-13,0.268565747272336,0.277,0.654,1.86968516619622e-08,"0","Smdt1"
"Atp5g1",9.55714210654624e-13,0.373242173214034,0.279,0.661,1.93665927647053e-08,"0","Atp5g1"
"Lamtor2",1.00253809654941e-12,0.498974067555431,0.238,0.575,2.03154319884773e-08,"0","Lamtor2"
"Snrnp27",1.01570147320464e-12,0.397023998549311,0.097,0.304,2.05821746530188e-08,"0","Snrnp27"
"Lgals3bp",1.1052602249888e-12,0.251611301699742,0.081,0.275,2.2396993199173e-08,"0","Lgals3bp"
"Fam89b",1.19325930420437e-12,0.254375590901178,0.099,0.307,2.41802065403973e-08,"0","Fam89b"
"1810058I24Rik",1.20603353901895e-12,0.357409689134601,0.17,0.44,2.443906363468e-08,"0","1810058I24Rik"
"Ergic3",1.34767392034273e-12,0.388044295637444,0.102,0.312,2.73092643218251e-08,"0","Ergic3"
"Eif1ax",1.42966298736259e-12,0.510067167729964,0.117,0.341,2.89706907759156e-08,"0","Eif1ax"
"Cct8",1.51495560592436e-12,0.455661905850932,0.183,0.47,3.06990603984512e-08,"0","Cct8"
"Snrpd2",1.62577319314261e-12,0.494468861250591,0.24,0.575,3.29446679858418e-08,"0","Snrpd2"
"Fkbp1a",1.66011964091002e-12,0.386201550329766,0.162,0.422,3.36406644034007e-08,"0","Fkbp1a"
"Aprt",1.66551201853587e-12,0.403407486948528,0.175,0.448,3.37499355436108e-08,"0","Aprt"
"Sdhb",1.74749506237715e-12,0.40080501347139,0.167,0.434,3.54112399440105e-08,"0","Sdhb"
"Acadl",1.90755651029036e-12,0.363007276896593,0.117,0.339,3.86547251245239e-08,"0","Acadl"
"Psma2",1.91966148641847e-12,0.557304324864193,0.253,0.609,3.89000203607839e-08,"0","Psma2"
"Dap3",1.95615343211462e-12,0.282481274856884,0.073,0.257,3.96394931483706e-08,"0","Dap3"
"Ndufs8",1.96248601928584e-12,0.491169376928197,0.154,0.408,3.97678166948082e-08,"0","Ndufs8"
"Ptprd",1.99810964904038e-12,1.46060663734307,0.264,0.143,4.04896939281543e-08,"0","Ptprd"
"Mrps7",2.13807853215534e-12,0.299923414956552,0.094,0.295,4.33260233755957e-08,"0","Mrps7"
"Cd81",2.66231246945628e-12,1.57141696887334,0.431,0.354,5.39490998810621e-08,"0","Cd81"
"Ncoa4",2.87796637855949e-12,0.358136735241809,0.086,0.278,5.83191106951295e-08,"0","Ncoa4"
"Ndufa12",2.91214860202958e-12,0.520176099208918,0.175,0.447,5.90117792715273e-08,"0","Ndufa12"
"Tnfaip8l2",2.91833900028915e-12,0.312079407341486,0.144,0.384,5.91372215018594e-08,"0","Tnfaip8l2"
"Gnb2",2.98371576386143e-12,0.36613455162303,0.29,0.677,6.0462016238888e-08,"0","Gnb2"
"Park7",3.34636149673015e-12,0.427444326520363,0.287,0.677,6.78106693697397e-08,"0","Park7"
"Bex4",3.62223682871795e-12,1.31324214888677,0.193,0.085,7.34010070971406e-08,"0","Bex4"
"Mrpl52",3.90632938377042e-12,0.293000399029832,0.243,0.575,7.91578586327237e-08,"0","Mrpl52"
"Lman1",3.9437060571966e-12,0.306783894573517,0.052,0.216,7.99152595430319e-08,"0","Lman1"
"Arhgdia",3.94630351211473e-12,0.341008789263127,0.251,0.589,7.99678943694928e-08,"0","Arhgdia"
"Sod2",3.97951039908315e-12,0.437957512531439,0.164,0.423,8.06407987270211e-08,"0","Sod2"
"Acaa2",4.11775550419466e-12,0.3474668404728,0.099,0.303,8.34421975370006e-08,"0","Acaa2"
"Pdcd5",4.20098022958463e-12,0.448918376209605,0.209,0.509,8.51286633723029e-08,"0","Pdcd5"
"Tep1",4.31911529262641e-12,0.331952672910567,0.068,0.246,8.75225522897816e-08,"0","Tep1"
"Glrx2",4.86078564439086e-12,0.312827476025204,0.073,0.255,9.84989602979364e-08,"0","Glrx2"
"Bscl2",4.93479589460585e-12,0.250923341722359,0.065,0.239,9.9998704008293e-08,"0","Bscl2"
"Rbx1",5.31452297611815e-12,0.500503639814724,0.266,0.626,1.07693493588058e-07,"0","Rbx1"
