"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Fkbp1a",2.8733145469675e-71,1.24311904079793,0.624,0.5,5.82248459797494e-67,"4","Fkbp1a"
"Snrk",4.987237720011e-71,1.11081271153787,0.487,0.281,1.01061385158303e-66,"4","Snrk"
"Rtp4",5.67464105506979e-71,0.468769655502434,0.253,0.077,1.14990926339934e-66,"4","Rtp4"
"Abca3",6.8886171343379e-71,0.739206700093618,0.321,0.12,1.39590937610223e-66,"4","Abca3"
"Elovl7",6.9608771109659e-71,0.269769295073796,0.117,0.018,1.41055213776613e-66,"4","Elovl7"
"Selp",9.66279579153908e-71,0.404875568135346,0.05,0.003,1.95806893919748e-66,"4","Selp"
"Ppp1r13b",1.08197606123616e-70,1.03176762965257,0.506,0.292,2.19251629048895e-66,"4","Ppp1r13b"
"Ackr3",1.37010432238295e-70,0.401752200249178,0.169,0.038,2.77637939887681e-66,"4","Ackr3"
"Pitpnc1",2.39008048671715e-70,1.17823262843466,0.548,0.325,4.84325909828364e-66,"4","Pitpnc1"
"Amotl1",2.55297658435193e-70,0.889025587164815,0.469,0.244,5.17335175053075e-66,"4","Amotl1"
"Cav11",4.40244124897886e-70,0.831758427376547,0.398,0.174,8.92110694693075e-66,"4","Cav1"
"Spata13",5.9175848378912e-69,0.8696001815387,0.422,0.199,1.19913939155027e-64,"4","Spata13"
"Atp8b11",1.01171677118981e-68,0.466769614307093,0.305,0.104,2.05014286513904e-64,"4","Atp8b1"
"Parp14",1.67242830558642e-68,0.734947346444859,0.38,0.158,3.38900871844032e-64,"4","Parp14"
"Eml11",5.71337621731979e-68,0.674511033760359,0.381,0.164,1.15775855667768e-63,"4","Eml1"
"Lyn",6.16392376108895e-68,0.379196022281284,0.476,0.219,1.24905751094707e-63,"4","Lyn"
"Ifi2031",8.69613793405975e-68,0.50872590886112,0.391,0.152,1.76218539095787e-63,"4","Ifi203"
"Thbd1",1.24149757145695e-67,0.365444388745003,0.224,0.062,2.51577067880035e-63,"4","Thbd"
"H2-D1",1.53550454711797e-67,1.03542263629615,0.64,0.445,3.11154641427985e-63,"4","H2-D1"
"Ephb4",2.44406399309362e-67,0.670270303981999,0.363,0.155,4.95265127560491e-63,"4","Ephb4"
"Als2cl",3.03605641055908e-67,0.394936362081215,0.172,0.04,6.15226471035693e-63,"4","Als2cl"
"Clic1",7.78605060028255e-67,1.16129606000318,0.664,0.562,1.57776529364126e-62,"4","Clic1"
"Piezo11",1.06057063260318e-66,0.873483361794587,0.474,0.241,2.14914032990709e-62,"4","Piezo1"
"Cxcl121",1.38209818764811e-66,1.38960161907006,0.276,0.094,2.80068376745014e-62,"4","Cxcl12"
"Timp31",2.70154705425543e-66,1.30795462041291,0.589,0.385,5.4744149507432e-62,"4","Timp3"
"Smtn",5.73666554438144e-66,0.505090074527563,0.321,0.123,1.16247790591346e-61,"4","Smtn"
"Oaz2",7.62601975764986e-66,1.26338476431838,0.538,0.357,1.54533664369017e-61,"4","Oaz2"
"Ipo11",1.06376946933834e-65,1.02090082948136,0.462,0.265,2.15562245266721e-61,"4","Ipo11"
"Arhgap23",1.07209148764453e-65,0.870205330312915,0.452,0.239,2.17248619056288e-61,"4","Arhgap23"
"Chn2",1.41284378471331e-65,0.791630746826821,0.404,0.173,2.86298664534305e-61,"4","Chn2"
"Rflnb",1.66160500216764e-65,0.80558562134536,0.323,0.127,3.3670763763925e-61,"4","Rflnb"
"Trim69",4.30802574074515e-65,0.479747849838353,0.221,0.064,8.72978336104596e-61,"4","Trim69"
"Sh3tc1",4.91113093798496e-65,0.273196436862064,0.182,0.045,9.95191573273273e-61,"4","Sh3tc1"
"Magi11",1.09296997520243e-64,1.2112236056076,0.67,0.485,2.21479435775021e-60,"4","Magi1"
"Osbpl10",2.59680192860237e-64,0.448644130624615,0.234,0.072,5.26215942811984e-60,"4","Osbpl10"
"Hdac9",2.72942639650214e-64,0.720072520740997,0.241,0.074,5.53090964987194e-60,"4","Hdac9"
"B2m",5.92282054892437e-64,1.12727082271872,0.648,0.507,1.20020035603403e-59,"4","B2m"
"Srgap11",7.67953703745183e-64,0.644333435312164,0.405,0.182,1.55618138526924e-59,"4","Srgap1"
"Smco41",1.37778054906637e-63,0.95777130957482,0.51,0.313,2.7919345046281e-59,"4","Smco4"
"Chd7",1.51541841957742e-63,0.587913512727108,0.392,0.169,3.07084388543168e-59,"4","Chd7"
"Ppp1r2",9.9012116701404e-63,1.26387265531129,0.558,0.413,2.00638153283725e-58,"4","Ppp1r2"
"Calm1",1.69142515217355e-62,0.971884919338971,0.761,0.74,3.42750392836448e-58,"4","Calm1"
"Cxcl101",3.10087331877611e-62,1.12648594094164,0.242,0.077,6.2836096931679e-58,"4","Cxcl10"
"Adam19",4.13357661802756e-62,0.50881915659932,0.308,0.112,8.37627965877106e-58,"4","Adam19"
"Actn4",4.78544747489087e-62,1.11180199867015,0.596,0.461,9.69723076311886e-58,"4","Actn4"
"Ostf1",5.00854116524529e-62,0.926586909538096,0.521,0.325,1.01493078172531e-57,"4","Ostf1"
"App",1.03957076627275e-61,1.05611767458132,0.645,0.509,2.1065862007751e-57,"4","App"
"Plvap",1.15247277606947e-61,0.883158549345668,0.134,0.027,2.33537083342718e-57,"4","Plvap"
"Stk10",2.28323188697225e-61,0.739387151274935,0.419,0.206,4.62674109576056e-57,"4","Stk10"
"Sema3g1",3.12055658932159e-61,0.708995335258175,0.243,0.08,6.32349587260126e-57,"4","Sema3g"
"Nid11",3.7767385735488e-61,0.509788069378574,0.439,0.191,7.65318304543928e-57,"4","Nid1"
"Unc5b",4.04358881415894e-61,0.543685298524967,0.237,0.076,8.19392837301168e-57,"4","Unc5b"
"Lrrfip1",4.47828724171234e-61,0.715070504261965,0.491,0.26,9.07480126660589e-57,"4","Lrrfip1"
"Zbtb461",1.67788814048901e-60,0.823519180985551,0.417,0.204,3.40007252788693e-56,"4","Zbtb46"
"Slc29a11",1.79660457332292e-60,0.841913942257161,0.439,0.229,3.64063950738156e-56,"4","Slc29a1"
"Sorbs1",1.82977280845866e-60,0.785171049307818,0.46,0.24,3.70785161906063e-56,"4","Sorbs1"
"Entpd1",2.46623013118803e-60,0.893121137009677,0.386,0.18,4.99756873783942e-56,"4","Entpd1"
"Mndal1",3.36634913084193e-60,0.49247493456977,0.444,0.202,6.82156987873808e-56,"4","Mndal"
"Vat1",9.99639101631143e-60,0.684240038379908,0.396,0.193,2.02566867554535e-55,"4","Vat1"
"Rtl8a",1.03065950531784e-59,0.683573065803093,0.345,0.151,2.08852842157607e-55,"4","Rtl8a"
"Ablim1",1.04805650162091e-59,0.943764658463637,0.57,0.35,2.12378169488462e-55,"4","Ablim1"
"Mal",1.05659762659678e-59,0.726106236722835,0.148,0.034,2.14108943053572e-55,"4","Mal"
"Phlda31",1.9207398081996e-59,0.680197145501836,0.385,0.177,3.89218714733567e-55,"4","Phlda3"
"Tnfaip1",3.1811038642903e-59,0.907432114965101,0.429,0.234,6.44618887059786e-55,"4","Tnfaip1"
"Tpst21",4.10758987124304e-59,0.904939021637894,0.52,0.325,8.3236201150869e-55,"4","Tpst2"
"Cemip2",5.28462181901895e-59,0.795768970138954,0.353,0.16,1.070875765406e-54,"4","Cemip2"
"Ppm1f",7.88677556123269e-59,0.512979877280114,0.286,0.11,1.59817619972819e-54,"4","Ppm1f"
"Smad1",1.17836613847399e-58,0.877650306297074,0.456,0.255,2.38784114300369e-54,"4","Smad1"
"Tspan2",1.32767495327678e-58,0.250836738510157,0.139,0.03,2.69040052532007e-54,"4","Tspan2"
"Lrrc8c",1.47867272965318e-58,0.841886734787735,0.452,0.245,2.99638241936921e-54,"4","Lrrc8c"
"Wt1os",1.53964541032186e-58,0.565113709339932,0.383,0.164,3.11993745947621e-54,"4","Wt1os"
"Tspan151",1.42963292194189e-57,0.689476020343446,0.328,0.14,2.89700815302305e-53,"4","Tspan15"
"A330023F24Rik",1.50664270591875e-57,0.571626403489265,0.316,0.129,3.05306077927375e-53,"4","A330023F24Rik"
"Stard131",6.44075849873501e-57,0.93988918991479,0.434,0.225,1.30515530218366e-52,"4","Stard13"
"Rhoc",8.74629569570745e-57,1.17788796283311,0.525,0.354,1.77234935977816e-52,"4","Rhoc"
"Vgll4",1.34013057887275e-56,1.03129604815907,0.516,0.333,2.71564060502775e-52,"4","Vgll4"
"Irx3",4.38384555152567e-56,0.472492781914585,0.33,0.135,8.88342462561162e-52,"4","Irx3"
"Stom",1.0468399047159e-55,0.383970137354465,0.217,0.069,2.12131638291629e-51,"4","Stom"
"Slc30a1",1.09900853516667e-55,0.467359512795861,0.272,0.102,2.22703089566175e-51,"4","Slc30a1"
"Rassf3",2.54132140125798e-55,0.698533599743952,0.442,0.237,5.14973368750916e-51,"4","Rassf3"
"Mcc1",2.93132069646309e-55,0.720035689388189,0.367,0.163,5.9400282593128e-51,"4","Mcc"
"A4galt",4.18983141332923e-55,0.460898095027387,0.278,0.106,8.49027437597034e-51,"4","A4galt"
"Shroom4",6.71697426920372e-55,0.528353951127802,0.31,0.128,1.36112766591144e-50,"4","Shroom4"
"Anxa3",7.31843677119112e-55,0.798375121717412,0.491,0.296,1.48300802731417e-50,"4","Anxa3"
"Gm20559",1.64271480232909e-54,0.447488689387456,0.246,0.084,3.32879727543968e-50,"4","Gm20559"
"Sec14l1",3.0462411490978e-54,0.770908231627342,0.424,0.231,6.17290306453177e-50,"4","Sec14l1"
"Plxna2",4.79112114313839e-54,0.590893750301601,0.425,0.205,9.70872788445563e-50,"4","Plxna2"
"Myh9",5.39515379083784e-54,1.06356450359365,0.607,0.484,1.09327396417538e-49,"4","Myh9"
"Cbx7",1.28943349061401e-53,0.461616587378623,0.253,0.093,2.61290802538024e-49,"4","Cbx7"
"Kit1",1.77184399573515e-53,0.636465915383107,0.236,0.08,3.59046467295771e-49,"4","Kit"
"Gm34455",2.04003843055815e-53,0.893763389955906,0.33,0.147,4.13393387568303e-49,"4","Gm34455"
"Cpne2",3.24301331001526e-53,0.290400121211652,0.251,0.089,6.57164217141491e-49,"4","Cpne2"
"Lpar6",5.30822046569274e-53,0.499791806152518,0.273,0.106,1.07565779516798e-48,"4","Lpar6"
"Arhgap27",5.71531704221492e-53,0.338486135897554,0.17,0.047,1.15815184543443e-48,"4","Arhgap27"
"Cdk17",6.5807407343323e-53,0.930663926165345,0.5,0.32,1.3335213024051e-48,"4","Cdk17"
"Dab2ip1",9.60630029437083e-53,0.801641997015284,0.464,0.273,1.9466206916513e-48,"4","Dab2ip"
"Majin",1.11205561512425e-52,0.333103035325228,0.078,0.011,2.25346949848778e-48,"4","Majin"
"Mapk3",1.42517021277348e-52,0.941874363680776,0.501,0.342,2.88796491916419e-48,"4","Mapk3"
"Tmem140",2.01366655706829e-52,0.25111704989453,0.212,0.067,4.08049391124319e-48,"4","Tmem140"
"Rapgef1",2.06025716644023e-52,1.0600367247838,0.481,0.308,4.17490512207447e-48,"4","Rapgef1"
"Rps6ka1",2.29448376770212e-52,0.567540235713645,0.315,0.136,4.64954190687158e-48,"4","Rps6ka1"
"Ptk2",2.65842913621212e-52,1.04857658125539,0.539,0.374,5.38704080162024e-48,"4","Ptk2"
"Ptpn14",8.20908625093917e-52,0.648112239721504,0.393,0.2,1.66348923789031e-47,"4","Ptpn14"
"Id31",1.01133996881331e-51,1.18681287600482,0.599,0.44,2.04937931280329e-47,"4","Id3"
"Xaf1",1.02561573931604e-51,0.322175165061232,0.231,0.078,2.07830773415003e-47,"4","Xaf1"
"Gbp7",2.25593053036365e-51,0.652066295179005,0.348,0.162,4.57141762672889e-47,"4","Gbp7"
"Nlgn12",7.39690967511979e-51,0.72777669980256,0.218,0.071,1.49890977656627e-46,"4","Nlgn1"
"Nfatc1",8.53017198737307e-51,0.41881010599507,0.268,0.099,1.72855405152128e-46,"4","Nfatc1"
"Gja5",1.13873577220708e-50,0.291547677967848,0.045,0.004,2.30753416880042e-46,"4","Gja5"
"Ndst1",1.61716006720412e-50,0.892988973137992,0.446,0.263,3.27701316018243e-46,"4","Ndst1"
"Wipf1",1.73007086139185e-50,0.670364280441284,0.427,0.22,3.50581559352444e-46,"4","Wipf1"
"Itga5",5.42376961184963e-50,0.538491163186991,0.363,0.175,1.09907267414521e-45,"4","Itga5"
"Pald1",5.56012763186899e-50,0.587193025747512,0.32,0.146,1.12670426332193e-45,"4","Pald1"
"Exoc6",6.3776028251006e-50,0.573436045082644,0.291,0.122,1.29235743647839e-45,"4","Exoc6"
"Map3k11",1.28109348162375e-49,0.492326152653837,0.311,0.14,2.59600783116236e-45,"4","Map3k11"
"Tpm41",1.63803017777839e-49,1.05013633749114,0.612,0.499,3.31930435225014e-45,"4","Tpm4"
"Macf1",1.72258233891975e-49,0.925195126875958,0.693,0.654,3.49064085158698e-45,"4","Macf1"
"Irx5",2.70010835278318e-49,0.356530946166504,0.234,0.085,5.47149956607983e-45,"4","Irx5"
"Stxbp1",4.45961922500384e-49,0.392889481821683,0.305,0.132,9.03697239754779e-45,"4","Stxbp1"
"Spry1",4.91412857146014e-49,0.310855502983209,0.189,0.058,9.95799013720684e-45,"4","Spry1"
"Wasf2",6.61582000327795e-49,0.963761605087126,0.586,0.487,1.34062976546424e-44,"4","Wasf2"
"Nav1",7.30638789032425e-49,0.983991317375156,0.509,0.338,1.48056644209531e-44,"4","Nav1"
"Adgrg3",8.87750732970499e-49,0.268424335735915,0.152,0.04,1.79893808529142e-44,"4","Adgrg3"
"St3gal6",2.80841045459609e-48,0.631306798547258,0.398,0.205,5.69096294519352e-44,"4","St3gal6"
"Stard4",2.88704015455538e-48,0.354740030663344,0.238,0.088,5.85029816919103e-44,"4","Stard4"
"Slc7a7",6.77963764113422e-48,0.358340532555288,0.258,0.101,1.37382577159944e-43,"4","Slc7a7"
"Ddit4",1.18460908439831e-47,0.552443362632845,0.352,0.172,2.40049184862473e-43,"4","Ddit4"
"Tgfbr21",1.45006964670991e-47,0.705840967440567,0.459,0.254,2.93842113209296e-43,"4","Tgfbr2"
"Rgs3",1.97391278291886e-47,0.732618852062162,0.42,0.235,3.99993686330677e-43,"4","Rgs3"
"Adgre5",2.8236214427741e-47,0.531561088609074,0.41,0.208,5.72178649163743e-43,"4","Adgre5"
"Tjp1",3.18846011554624e-47,0.967448965672375,0.534,0.371,6.46109557814291e-43,"4","Tjp1"
"Nid21",7.60679378486815e-47,0.497257812923717,0.252,0.096,1.54144069256568e-42,"4","Nid2"
"Rras",8.62679904039341e-47,0.854575338764026,0.426,0.251,1.74813455754532e-42,"4","Rras"
"2310001H17Rik",8.66043216545692e-47,0.261734341718329,0.179,0.055,1.75494997400819e-42,"4","2310001H17Rik"
"Anxa1",1.39194475137722e-46,0.771935443158229,0.363,0.179,2.8206368441908e-42,"4","Anxa1"
"Dgke",2.13988103719645e-46,0.263576907596488,0.219,0.078,4.3362549337749e-42,"4","Dgke"
"Abhd17b",3.64651645204039e-46,0.985301991135441,0.503,0.348,7.38930093841465e-42,"4","Abhd17b"
"Arhgef2",3.86980310978537e-46,0.637347096747807,0.356,0.179,7.84176902166907e-42,"4","Arhgef2"
"Arl15",4.30300290337648e-46,1.80941380531521,0.588,0.49,8.71960508340209e-42,"4","Arl15"
"Map4k31",5.19611834630669e-46,1.02856707452084,0.524,0.371,1.05294142169559e-41,"4","Map4k3"
"Gnb41",1.76879773434211e-45,0.561171929818652,0.396,0.209,3.58429172887085e-41,"4","Gnb4"
"Wwtr1",4.23870955886112e-45,0.909073334438054,0.58,0.448,8.58932105007618e-41,"4","Wwtr1"
"Arhgap26",5.57569451639415e-45,0.826452546221249,0.454,0.278,1.12985873680211e-40,"4","Arhgap26"
"Pkp4",9.51304827320889e-45,0.99326123045515,0.489,0.327,1.92772410208305e-40,"4","Pkp4"
"Mid2",1.04725074484253e-44,0.420061226881742,0.268,0.112,2.12214890934891e-40,"4","Mid2"
"Sh2b3",1.53560156889096e-44,0.3288906541519,0.283,0.122,3.11174301920064e-40,"4","Sh2b3"
"Fam241a",1.76559939055894e-44,0.300985720563351,0.198,0.068,3.57781060502864e-40,"4","Fam241a"
"Tmsb10",2.98580230133762e-44,0.844071891431922,0.774,0.755,6.05042978343055e-40,"4","Tmsb10"
"Tns11",4.41095623528136e-44,0.791110959182267,0.499,0.325,8.93836171517415e-40,"4","Tns1"
"Creb5",5.291493042898e-44,0.25161111679774,0.19,0.062,1.07226815021285e-39,"4","Creb5"
"Luzp11",7.40137469190984e-44,0.959587789431552,0.578,0.466,1.49981456756861e-39,"4","Luzp1"
"Aoc31",9.96008110700677e-44,0.523038055710675,0.266,0.111,2.01831083552385e-39,"4","Aoc3"
"Rasal21",1.94691027703055e-43,0.893129428172031,0.481,0.315,3.94521898537471e-39,"4","Rasal2"
"Enpp6",3.34959035040626e-43,0.421313881488988,0.14,0.039,6.78760988606324e-39,"4","Enpp6"
"Ift122",5.13961244996942e-43,0.688295961407479,0.307,0.15,1.0414910668618e-38,"4","Ift122"
"Foxs1",9.94813953656448e-43,0.274009599586544,0.202,0.07,2.01589099568943e-38,"4","Foxs1"
"Myl61",1.00765472040209e-42,0.65210347659799,0.783,0.766,2.0419115254228e-38,"4","Myl6"
"Sgk3",2.67850081872073e-42,0.429898603551078,0.296,0.134,5.42771405905568e-38,"4","Sgk3"
"Ctnnbip1",3.21128265228623e-42,0.812305940866986,0.42,0.265,6.50734316659283e-38,"4","Ctnnbip1"
"Hip11",6.47360144425588e-42,0.814545070598271,0.489,0.317,1.31181059666401e-37,"4","Hip1"
"Ppfibp1",8.8920301501378e-42,0.771870585228476,0.466,0.306,1.80188098962392e-37,"4","Ppfibp1"
"Rgs7bp",3.34793133732989e-41,0.495967817047103,0.234,0.095,6.78424806196529e-37,"4","Rgs7bp"
"Dock1",3.54607729692629e-41,0.961207918892667,0.609,0.503,7.18577103449143e-37,"4","Dock1"
"Acer2",3.62733959573284e-41,0.28223600821448,0.17,0.056,7.35044095679304e-37,"4","Acer2"
"Tnfrsf1a",5.18033277062386e-41,0.715308938059119,0.461,0.301,1.04974263263922e-36,"4","Tnfrsf1a"
"Casp8",7.09529602493374e-41,0.49563366068484,0.353,0.183,1.43779078649257e-36,"4","Casp8"
"Anxa11",1.03306528527937e-40,0.461791276991945,0.371,0.2,2.09340349409012e-36,"4","Anxa11"
"Iqgap1",1.58159139981015e-40,0.79191930764322,0.559,0.423,3.20493681257529e-36,"4","Iqgap1"
"Arhgef5",3.59015187026935e-40,0.537048610680078,0.336,0.171,7.27508374991382e-36,"4","Arhgef5"
"Mfge8",4.20224477958604e-40,0.782999342927578,0.548,0.429,8.51542882135316e-36,"4","Mfge8"
"Mrtfb",7.51979239020067e-40,0.846313865256297,0.449,0.295,1.52381072995026e-35,"4","Mrtfb"
"Arpc3",9.44099678726972e-40,0.886329409518793,0.632,0.569,1.91312358897234e-35,"4","Arpc3"
"Taok2",3.16970863844576e-39,0.47200531571283,0.347,0.185,6.42309758494649e-35,"4","Taok2"
"Utrn",3.54234146401902e-39,1.10139908391778,0.607,0.515,7.17820074268815e-35,"4","Utrn"
"Maml2",3.8626674798783e-39,0.795553275971198,0.6,0.449,7.82730938122538e-35,"4","Maml2"
"Sipa1",4.15768524921041e-39,0.54483259284589,0.376,0.211,8.42513338899996e-35,"4","Sipa1"
"Prickle21",6.40823428023074e-39,0.821049297792644,0.424,0.24,1.29856459454596e-34,"4","Prickle2"
"Swap70",7.67355090458541e-39,0.552207052313457,0.368,0.206,1.55496835530519e-34,"4","Swap70"
"Adgrl21",1.60562751212611e-38,0.955638613476531,0.534,0.372,3.25364359057236e-34,"4","Adgrl2"
"Fyn",1.66764627106094e-38,0.847543828643032,0.583,0.474,3.37931840367789e-34,"4","Fyn"
"Cttnbp2nl",1.73186248724943e-38,0.396880335663415,0.316,0.158,3.50944614416225e-34,"4","Cttnbp2nl"
"Hoxb9",2.01528210102927e-38,0.281154235846743,0.194,0.073,4.08376764952572e-34,"4","Hoxb9"
"Kctd17",2.34635416701094e-38,0.506478813484149,0.341,0.18,4.75465208403097e-34,"4","Kctd17"
"Fnbp1l",2.8372452725949e-38,0.690375822942101,0.452,0.29,5.74939382038631e-34,"4","Fnbp1l"
"Cdr2l",3.22111786712949e-38,0.303992625228579,0.227,0.093,6.52727324595119e-34,"4","Cdr2l"
"Atox11",4.34580114794804e-38,0.929493544922536,0.602,0.534,8.80633144620191e-34,"4","Atox1"
"Rab11fip5",4.90281475084559e-38,0.546481393888404,0.31,0.156,9.93506381111351e-34,"4","Rab11fip5"
"Syne3",5.07802868533881e-38,0.393512159273332,0.153,0.048,1.02901173279706e-33,"4","Syne3"
"Rnd1",6.00408903627025e-38,0.262152200761693,0.129,0.037,1.2166686023098e-33,"4","Rnd1"
"Zfp423",9.16205389459647e-38,0.6297787907448,0.347,0.184,1.85659860120103e-33,"4","Zfp423"
"Sybu",9.21160970015551e-38,0.407302183199138,0.19,0.07,1.86664058963951e-33,"4","Sybu"
"Stmn2",1.01045835711484e-37,0.57953666132619,0.035,0.003,2.04759281485752e-33,"4","Stmn2"
"Sbno2",1.11859983727154e-37,0.777077803626729,0.386,0.229,2.26673071024706e-33,"4","Sbno2"
"Lzts1",1.38535436104063e-37,0.267561610980237,0.177,0.062,2.80728207721273e-33,"4","Lzts1"
"Itga1",1.67510793170038e-37,0.352074774643186,0.345,0.173,3.39443871279765e-33,"4","Itga1"
"Slc2a13",2.51837328332728e-37,0.460392348711225,0.249,0.11,5.1032316213344e-33,"4","Slc2a13"
"Man1c1",2.60458004623525e-37,0.360732973593094,0.261,0.113,5.2779210056911e-33,"4","Man1c1"
"Btbd3",3.18626931038769e-37,0.650635834406326,0.397,0.237,6.45665613056962e-33,"4","Btbd3"
"Dgkz",3.62264439684726e-37,0.511324634871808,0.381,0.217,7.34092660577129e-33,"4","Dgkz"
"Grasp",3.80702877031326e-37,0.645839001987392,0.439,0.281,7.71456310016279e-33,"4","Grasp"
"Grb101",5.03119218645769e-37,0.539268705693951,0.429,0.241,1.01952078466379e-32,"4","Grb10"
"Selenom1",5.28649749887046e-37,0.656352777336372,0.514,0.344,1.07125585317111e-32,"4","Selenom"
"Ldlrad41",7.62965851369788e-37,1.09138768223326,0.551,0.413,1.54607400121574e-32,"4","Ldlrad4"
"Ripor1",8.60924887948732e-37,0.411545060169528,0.286,0.139,1.74457819293931e-32,"4","Ripor1"
"Sh3tc2",1.07579917344016e-36,0.274631560755935,0.229,0.095,2.17999944505914e-32,"4","Sh3tc2"
"Map7d1",1.20532889440047e-36,0.57893581021719,0.401,0.242,2.44247847161311e-32,"4","Map7d1"
"Marc21",1.62799830452803e-36,0.922539517560218,0.59,0.516,3.29897576429559e-32,"4","Marc2"
"Abhd17a",2.19998260958452e-36,0.764980914990018,0.496,0.392,4.45804476006207e-32,"4","Abhd17a"
"Pola2",2.56430372323355e-36,0.252897339839926,0.239,0.104,5.19630506476047e-32,"4","Pola2"
"Rnf144a1",3.12784258215092e-36,0.624067796700776,0.39,0.223,6.33826020847061e-32,"4","Rnf144a"
"Tspan51",7.39397361054522e-36,0.78543404335533,0.481,0.32,1.49831481244088e-31,"4","Tspan5"
"Helz2",7.82334226882075e-36,0.403416174352587,0.256,0.114,1.58532207735384e-31,"4","Helz2"
"Ccnyl1",1.11007475391107e-35,0.771132236060673,0.382,0.227,2.24945548132539e-31,"4","Ccnyl1"
"Psmb8",1.46030030166261e-35,0.407862545291841,0.467,0.287,2.95915253128912e-31,"4","Psmb8"
"Hecw21",1.59395462457213e-35,0.457246530990689,0.383,0.203,3.22998965123297e-31,"4","Hecw2"
"Psmb9",1.97513099161432e-35,0.306779946557514,0.325,0.162,4.00240544140726e-31,"4","Psmb9"
"Trib1",2.58150571958209e-35,0.487933644669835,0.242,0.105,5.23116319016114e-31,"4","Trib1"
"Snx3",3.01482278511499e-35,0.844926646072472,0.591,0.53,6.10923689175701e-31,"4","Snx3"
"Bche",3.53264305118604e-35,0.412246591548191,0.13,0.04,7.15854787892339e-31,"4","Bche"
"Ralb",4.38466878756009e-35,0.584608451638567,0.387,0.231,8.88509283111177e-31,"4","Ralb"
"Sh3glb1",4.81336751275814e-35,0.781849008639396,0.585,0.52,9.7538079278531e-31,"4","Sh3glb1"
"Slc7a5",5.43086420320813e-35,1.07389209330752,0.504,0.383,1.1005103221381e-30,"4","Slc7a5"
"Disc1",6.24635814557293e-35,0.267221030846549,0.223,0.092,1.2657620146189e-30,"4","Disc1"
"Dock6",8.98236880428523e-35,0.548191958911107,0.366,0.211,1.82018721450036e-30,"4","Dock6"
"Cdc14a1",1.21689101339508e-34,0.682105617174588,0.416,0.263,2.46590794954379e-30,"4","Cdc14a"
"Ptpn12",1.50903856524364e-34,0.781106542214505,0.495,0.356,3.05791574860971e-30,"4","Ptpn12"
"Ifitm21",1.99241730741343e-34,0.749705495516545,0.657,0.595,4.03743443174257e-30,"4","Ifitm2"
"Prcp",2.52314905936357e-34,0.655797118160245,0.35,0.198,5.11290925389434e-30,"4","Prcp"
"Slc6a6",3.05130281867029e-34,1.24520767738154,0.464,0.333,6.18316003175348e-30,"4","Slc6a6"
"Atp1b3",3.36108496769735e-34,0.752911891253152,0.548,0.431,6.81090257854191e-30,"4","Atp1b3"
"Sh3bgrl3",3.73153391838556e-34,0.596519794985596,0.578,0.459,7.56158033221649e-30,"4","Sh3bgrl3"
"Rab11a",3.75877697384858e-34,0.713758011689802,0.49,0.373,7.61678565980676e-30,"4","Rab11a"
"Irgm1",5.85965354142298e-34,0.298031416324512,0.211,0.086,1.18740019363395e-29,"4","Irgm1"
"Cnksr3",6.45357277068683e-34,0.661299468688867,0.348,0.199,1.30775198625198e-29,"4","Cnksr3"
"Scarb11",6.62737139587752e-34,0.790035246386302,0.535,0.392,1.34297053966062e-29,"4","Scarb1"
"A730081D07Rik",1.29745510356798e-33,0.254839320172077,0.185,0.072,2.62916302187015e-29,"4","A730081D07Rik"
"Hk1",1.51918960675793e-33,0.521752027761041,0.357,0.206,3.07848581913428e-29,"4","Hk1"
"Ifi35",1.77012807931114e-33,0.485202831995001,0.381,0.226,3.58698753991609e-29,"4","Ifi35"
"Dipk1a",1.77096258951455e-33,0.453693374422483,0.358,0.203,3.58867859139229e-29,"4","Dipk1a"
"Sat1",1.9634488473649e-33,1.03428787658123,0.475,0.328,3.97873274430023e-29,"4","Sat1"
"Tjp2",2.0262593861828e-33,0.350812303284424,0.292,0.145,4.10601202016083e-29,"4","Tjp2"
"Tmem63a",2.40507173997734e-33,0.413097900105344,0.229,0.1,4.87363737389009e-29,"4","Tmem63a"
"Cyp26b1",2.98052594545172e-33,0.698920885329961,0.093,0.023,6.03973777586337e-29,"4","Cyp26b1"
"Selenop",3.66818480893618e-33,0.493433633782303,0.543,0.398,7.43320969682827e-29,"4","Selenop"
"Ctnnb1",3.875428177184e-33,0.752562448089416,0.595,0.513,7.85316765824566e-29,"4","Ctnnb1"
"Nck1",4.39953219589543e-33,0.690833896561677,0.485,0.361,8.91521204176251e-29,"4","Nck1"
"Heg11",4.44022644572607e-33,0.728441820564784,0.541,0.397,8.99767486961931e-29,"4","Heg1"
"Tmod31",5.09557471154503e-33,0.787145724942105,0.516,0.405,1.03256725954748e-28,"4","Tmod3"
"Plec",8.75903858515742e-33,0.767793635305101,0.465,0.327,1.7749315788963e-28,"4","Plec"
"Fgd6",1.09206249344766e-32,0.300519342641473,0.257,0.12,2.21295543672234e-28,"4","Fgd6"
"Klf3",1.74483703691585e-32,0.673358884975973,0.482,0.345,3.53573777160627e-28,"4","Klf3"
"Sash11",2.54663095046362e-32,0.585321123057605,0.48,0.318,5.16049295801947e-28,"4","Sash1"
"Kctd12",3.01362076906613e-32,0.332295821494281,0.345,0.181,6.10680112643561e-28,"4","Kctd12"
